table,seq,column,is_pk,is_fk,type,i1,size,description,d_segment,id
p28e,5,p028e002,,,INTEGER,,,Family households:,,d1Fc181D005
p28e,6,p028e003,,,INTEGER,,,2-person household,,d1Fc181D006
p28e,7,p028e004,,,INTEGER,,,3-person household,,d1Fc181D007
p28e,8,p028e005,,,INTEGER,,,4-person household,,d1Fc181D008
p28e,9,p028e006,,,INTEGER,,,5-person household,,d1Fc181D009
p28e,10,p028e007,,,INTEGER,,,6-person household,,d1Fc181D00a
p28e,11,p028e008,,,INTEGER,,,7-or-more-person household,,d1Fc181D00b
p28e,12,p028e009,,,INTEGER,,,Nonfamily households:,,d1Fc181D00c
p28e,13,p028e010,,,INTEGER,,,1-person household,,d1Fc181D00d
p28e,14,p028e011,,,INTEGER,,,2-person household,,d1Fc181D00e
p28e,15,p028e012,,,INTEGER,,,3-person household,,d1Fc181D00f
p28e,16,p028e013,,,INTEGER,,,4-person household,,d1Fc181D00g
p28e,17,p028e014,,,INTEGER,,,5-person household,,d1Fc181D00h
p28e,18,p028e015,,,INTEGER,,,6-person household,,d1Fc181D00i
p28e,19,p028e016,,,INTEGER,,,7-or-more-person household,,d1Fc181D00j
,,,,,,,,,,
p28f,1,id,1,,INTEGER64,,6,,,d1Fc181E001
p28f,2,stusab,,,VARCHAR,1,6,,,d1Fc181E002
p28f,3,logrecno,,,INTEGER,1,7,,,d1Fc181E003
p28f,4,p028f001,,,INTEGER,,,Total:,,d1Fc181E004
p28f,5,p028f002,,,INTEGER,,,Family households:,,d1Fc181E005
p28f,6,p028f003,,,INTEGER,,,2-person household,,d1Fc181E006
p28f,7,p028f004,,,INTEGER,,,3-person household,,d1Fc181E007
p28f,8,p028f005,,,INTEGER,,,4-person household,,d1Fc181E008
p28f,9,p028f006,,,INTEGER,,,5-person household,,d1Fc181E009
p28f,10,p028f007,,,INTEGER,,,6-person household,,d1Fc181E00a
p28f,11,p028f008,,,INTEGER,,,7-or-more-person household,,d1Fc181E00b
p28f,12,p028f009,,,INTEGER,,,Nonfamily households:,,d1Fc181E00c
p28f,13,p028f010,,,INTEGER,,,1-person household,,d1Fc181E00d
p28f,14,p028f011,,,INTEGER,,,2-person household,,d1Fc181E00e
p28f,15,p028f012,,,INTEGER,,,3-person household,,d1Fc181E00f
p28f,16,p028f013,,,INTEGER,,,4-person household,,d1Fc181E00g
p28f,17,p028f014,,,INTEGER,,,5-person household,,d1Fc181E00h
p28f,18,p028f015,,,INTEGER,,,6-person household,,d1Fc181E00i
p28f,19,p028f016,,,INTEGER,,,7-or-more-person household,,d1Fc181E00j
,,,,,,,,,,
p28g,1,id,1,,INTEGER64,,6,,,d1Fc181F001
p28g,2,stusab,,,VARCHAR,1,6,,,d1Fc181F002
p28g,3,logrecno,,,INTEGER,1,7,,,d1Fc181F003
p28g,4,p028g001,,,INTEGER,,,Total:,,d1Fc181F004
p28g,5,p028g002,,,INTEGER,,,Family households:,,d1Fc181F005
p28g,6,p028g003,,,INTEGER,,,2-person household,,d1Fc181F006
p28g,7,p028g004,,,INTEGER,,,3-person household,,d1Fc181F007
p28g,8,p028g005,,,INTEGER,,,4-person household,,d1Fc181F008
p28g,9,p028g006,,,INTEGER,,,5-person household,,d1Fc181F009
p28g,10,p028g007,,,INTEGER,,,6-person household,,d1Fc181F00a
p28g,11,p028g008,,,INTEGER,,,7-or-more-person household,,d1Fc181F00b
p28g,12,p028g009,,,INTEGER,,,Nonfamily households:,,d1Fc181F00c
p28g,13,p028g010,,,INTEGER,,,1-person household,,d1Fc181F00d
p28g,14,p028g011,,,INTEGER,,,2-person household,,d1Fc181F00e
p28g,15,p028g012,,,INTEGER,,,3-person household,,d1Fc181F00f
p28g,16,p028g013,,,INTEGER,,,4-person household,,d1Fc181F00g
p28g,17,p028g014,,,INTEGER,,,5-person household,,d1Fc181F00h
p28g,18,p028g015,,,INTEGER,,,6-person household,,d1Fc181F00i
p28g,19,p028g016,,,INTEGER,,,7-or-more-person household,,d1Fc181F00j
,,,,,,,,,,
p28h,1,id,1,,INTEGER64,,6,,,d1Fc181G001
p28h,2,stusab,,,VARCHAR,1,6,,,d1Fc181G002
p28h,3,logrecno,,,INTEGER,1,7,,,d1Fc181G003
p28h,4,p028h001,,,INTEGER,,,Total:,,d1Fc181G004
p28h,5,p028h002,,,INTEGER,,,Family households:,,d1Fc181G005
p28h,6,p028h003,,,INTEGER,,,2-person household,,d1Fc181G006
p28h,7,p028h004,,,INTEGER,,,3-person household,,d1Fc181G007
p28h,8,p028h005,,,INTEGER,,,4-person household,,d1Fc181G008
p28h,9,p028h006,,,INTEGER,,,5-person household,,d1Fc181G009
p28h,10,p028h007,,,INTEGER,,,6-person household,,d1Fc181G00a
p28h,11,p028h008,,,INTEGER,,,7-or-more-person household,,d1Fc181G00b
p28h,12,p028h009,,,INTEGER,,,Nonfamily households:,,d1Fc181G00c
p28h,13,p028h010,,,INTEGER,,,1-person household,,d1Fc181G00d
p28h,14,p028h011,,,INTEGER,,,2-person household,,d1Fc181G00e
p28h,15,p028h012,,,INTEGER,,,3-person household,,d1Fc181G00f
p28h,16,p028h013,,,INTEGER,,,4-person household,,d1Fc181G00g
p28h,17,p028h014,,,INTEGER,,,5-person household,,d1Fc181G00h
p28h,18,p028h015,,,INTEGER,,,6-person household,,d1Fc181G00i
p28h,19,p028h016,,,INTEGER,,,7-or-more-person household,,d1Fc181G00j
,,,,,,,,,,
p28i,1,id,1,,INTEGER64,,6,,,d1Fc181H001
p28i,2,stusab,,,VARCHAR,1,6,,,d1Fc181H002
p28i,3,logrecno,,,INTEGER,1,7,,,d1Fc181H003
p28i,4,p028i001,,,INTEGER,,,Total:,,d1Fc181H004
p28i,5,p028i002,,,INTEGER,,,Family households:,,d1Fc181H005
p28i,6,p028i003,,,INTEGER,,,2-person household,,d1Fc181H006
p28i,7,p028i004,,,INTEGER,,,3-person household,,d1Fc181H007
p28i,8,p028i005,,,INTEGER,,,4-person household,,d1Fc181H008
p28i,9,p028i006,,,INTEGER,,,5-person household,,d1Fc181H009
p28i,10,p028i007,,,INTEGER,,,6-person household,,d1Fc181H00a
p28i,11,p028i008,,,INTEGER,,,7-or-more-person household,,d1Fc181H00b
p28i,12,p028i009,,,INTEGER,,,Nonfamily households:,,d1Fc181H00c
p28i,13,p028i010,,,INTEGER,,,1-person household,,d1Fc181H00d
p28i,14,p028i011,,,INTEGER,,,2-person household,,d1Fc181H00e
p28i,15,p028i012,,,INTEGER,,,3-person household,,d1Fc181H00f
p28i,16,p028i013,,,INTEGER,,,4-person household,,d1Fc181H00g
p28i,17,p028i014,,,INTEGER,,,5-person household,,d1Fc181H00h
p28i,18,p028i015,,,INTEGER,,,6-person household,,d1Fc181H00i
p28i,19,p028i016,,,INTEGER,,,7-or-more-person household,,d1Fc181H00j
,,,,,,,,,,
p29a,1,id,1,,INTEGER64,,6,,,d1Fc181I001
p29a,2,stusab,,,VARCHAR,1,6,,,d1Fc181I002
p29a,3,logrecno,,,INTEGER,1,7,,,d1Fc181I003
p29a,4,p029a001,,,INTEGER,,,Total:,,d1Fc181I004
p29a,5,p029a002,,,INTEGER,,,In households:,,d1Fc181I005
p29a,6,p029a003,,,INTEGER,,,In family households:,,d1Fc181I006
p29a,7,p029a004,,,INTEGER,,,Householder:,,d1Fc181I007
p29a,8,p029a005,,,INTEGER,,,Male,,d1Fc181I008
p29a,9,p029a006,,,INTEGER,,,Female,,d1Fc181I009
p29a,10,p029a007,,,INTEGER,,,Spouse,,d1Fc181I00a
p29a,11,p029a008,,,INTEGER,,,Biological child,,d1Fc181I00b
p29a,12,p029a009,,,INTEGER,,,Adopted child,,d1Fc181I00c
p29a,13,p029a010,,,INTEGER,,,Stepchild,,d1Fc181I00d
p29a,14,p029a011,,,INTEGER,,,Grandchild,,d1Fc181I00e
p29a,15,p029a012,,,INTEGER,,,Brother or sister,,d1Fc181I00f
p29a,16,p029a013,,,INTEGER,,,Parent,,d1Fc181I00g
p29a,17,p029a014,,,INTEGER,,,Parent-in-law,,d1Fc181I00h
p29a,18,p029a015,,,INTEGER,,,Son-in-law or daughter-in-law,,d1Fc181I00i
p29a,19,p029a016,,,INTEGER,,,Other relatives,,d1Fc181I00j
p29a,20,p029a017,,,INTEGER,,,Nonrelatives,,d1Fc181I00k
p29a,21,p029a018,,,INTEGER,,,In nonfamily households:,,d1Fc181I00l
p29a,22,p029a019,,,INTEGER,,,Male householder:,,d1Fc181I00m
p29a,23,p029a020,,,INTEGER,,,Living alone,,d1Fc181I00n
p29a,24,p029a021,,,INTEGER,,,Not living alone,,d1Fc181I00o
p29a,25,p029a022,,,INTEGER,,,Female householder:,,d1Fc181I00p
p29a,26,p029a023,,,INTEGER,,,Living alone,,d1Fc181I00q
p29a,27,p029a024,,,INTEGER,,,Not living alone,,d1Fc181I00r
p29a,28,p029a025,,,INTEGER,,,Nonrelatives,,d1Fc181I00s
p29a,29,p029a026,,,INTEGER,,,In group quarters:,,d1Fc181I00t
p29a,30,p029a027,,,INTEGER,,,Institutionalized population,,d1Fc181I00u
p29a,31,p029a028,,,INTEGER,,,Noninstitutionalized population,,d1Fc181I00v
,,,,,,,,,,
p29b,1,id,1,,INTEGER64,,6,,,d1Fc181J001
p29b,2,stusab,,,VARCHAR,1,6,,,d1Fc181J002
p29b,3,logrecno,,,INTEGER,1,7,,,d1Fc181J003
p29b,4,p029b001,,,INTEGER,,,Total:,,d1Fc181J004
p29b,5,p029b002,,,INTEGER,,,In households:,,d1Fc181J005
p29b,6,p029b003,,,INTEGER,,,In family households:,,d1Fc181J006
p29b,7,p029b004,,,INTEGER,,,Householder:,,d1Fc181J007
p29b,8,p029b005,,,INTEGER,,,Male,,d1Fc181J008
p29b,9,p029b006,,,INTEGER,,,Female,,d1Fc181J009
p29b,10,p029b007,,,INTEGER,,,Spouse,,d1Fc181J00a
p29b,11,p029b008,,,INTEGER,,,Biological child,,d1Fc181J00b
p29b,12,p029b009,,,INTEGER,,,Adopted child,,d1Fc181J00c
p29b,13,p029b010,,,INTEGER,,,Stepchild,,d1Fc181J00d
p29b,14,p029b011,,,INTEGER,,,Grandchild,,d1Fc181J00e
p29b,15,p029b012,,,INTEGER,,,Brother or sister,,d1Fc181J00f
p29b,16,p029b013,,,INTEGER,,,Parent,,d1Fc181J00g
p29b,17,p029b014,,,INTEGER,,,Parent-in-law,,d1Fc181J00h
p29b,18,p029b015,,,INTEGER,,,Son-in-law or daughter-in-law,,d1Fc181J00i
p29b,19,p029b016,,,INTEGER,,,Other relatives,,d1Fc181J00j
p29b,20,p029b017,,,INTEGER,,,Nonrelatives,,d1Fc181J00k
p29b,21,p029b018,,,INTEGER,,,In nonfamily households:,,d1Fc181J00l
p29b,22,p029b019,,,INTEGER,,,Male householder:,,d1Fc181J00m
p29b,23,p029b020,,,INTEGER,,,Living alone,,d1Fc181J00n
p29b,24,p029b021,,,INTEGER,,,Not living alone,,d1Fc181J00o
p29b,25,p029b022,,,INTEGER,,,Female householder:,,d1Fc181J00p
p29b,26,p029b023,,,INTEGER,,,Living alone,,d1Fc181J00q
p29b,27,p029b024,,,INTEGER,,,Not living alone,,d1Fc181J00r
p29b,28,p029b025,,,INTEGER,,,Nonrelatives,,d1Fc181J00s
p29b,29,p029b026,,,INTEGER,,,In group quarters:,,d1Fc181J00t
p29b,30,p029b027,,,INTEGER,,,Institutionalized population,,d1Fc181J00u
p29b,31,p029b028,,,INTEGER,,,Noninstitutionalized population,,d1Fc181J00v
,,,,,,,,,,
p29c,1,id,1,,INTEGER64,,6,,,d1Fc181K001
p29c,2,stusab,,,VARCHAR,1,6,,,d1Fc181K002
p29c,3,logrecno,,,INTEGER,1,7,,,d1Fc181K003
p29c,4,p029c001,,,INTEGER,,,Total:,,d1Fc181K004
p29c,5,p029c002,,,INTEGER,,,In households:,,d1Fc181K005
p29c,6,p029c003,,,INTEGER,,,In family households:,,d1Fc181K006
p29c,7,p029c004,,,INTEGER,,,Householder:,,d1Fc181K007
p29c,8,p029c005,,,INTEGER,,,Male,,d1Fc181K008
p29c,9,p029c006,,,INTEGER,,,Female,,d1Fc181K009
p29c,10,p029c007,,,INTEGER,,,Spouse,,d1Fc181K00a
p29c,11,p029c008,,,INTEGER,,,Biological child,,d1Fc181K00b
p29c,12,p029c009,,,INTEGER,,,Adopted child,,d1Fc181K00c
p29c,13,p029c010,,,INTEGER,,,Stepchild,,d1Fc181K00d
p29c,14,p029c011,,,INTEGER,,,Grandchild,,d1Fc181K00e
p29c,15,p029c012,,,INTEGER,,,Brother or sister,,d1Fc181K00f
p29c,16,p029c013,,,INTEGER,,,Parent,,d1Fc181K00g
p29c,17,p029c014,,,INTEGER,,,Parent-in-law,,d1Fc181K00h
p29c,18,p029c015,,,INTEGER,,,Son-in-law or daughter-in-law,,d1Fc181K00i
p29c,19,p029c016,,,INTEGER,,,Other relatives,,d1Fc181K00j
p29c,20,p029c017,,,INTEGER,,,Nonrelatives,,d1Fc181K00k
p29c,21,p029c018,,,INTEGER,,,In nonfamily households:,,d1Fc181K00l
p29c,22,p029c019,,,INTEGER,,,Male householder:,,d1Fc181K00m
p29c,23,p029c020,,,INTEGER,,,Living alone,,d1Fc181K00n
p29c,24,p029c021,,,INTEGER,,,Not living alone,,d1Fc181K00o
p29c,25,p029c022,,,INTEGER,,,Female householder:,,d1Fc181K00p
p29c,26,p029c023,,,INTEGER,,,Living alone,,d1Fc181K00q
p29c,27,p029c024,,,INTEGER,,,Not living alone,,d1Fc181K00r
p29c,28,p029c025,,,INTEGER,,,Nonrelatives,,d1Fc181K00s
p29c,29,p029c026,,,INTEGER,,,In group quarters:,,d1Fc181K00t
p29c,30,p029c027,,,INTEGER,,,Institutionalized population,,d1Fc181K00u
p29c,31,p029c028,,,INTEGER,,,Noninstitutionalized population,,d1Fc181K00v
,,,,,,,,,,
p29d,1,id,1,,INTEGER64,,6,,,d1Fc181L001
p29d,2,stusab,,,VARCHAR,1,6,,,d1Fc181L002
p29d,3,logrecno,,,INTEGER,1,7,,,d1Fc181L003
p29d,4,p029d001,,,INTEGER,,,Total:,,d1Fc181L004
p29d,5,p029d002,,,INTEGER,,,In households:,,d1Fc181L005
p29d,6,p029d003,,,INTEGER,,,In family households:,,d1Fc181L006
p29d,7,p029d004,,,INTEGER,,,Householder:,,d1Fc181L007
p29d,8,p029d005,,,INTEGER,,,Male,,d1Fc181L008
p29d,9,p029d006,,,INTEGER,,,Female,,d1Fc181L009
p29d,10,p029d007,,,INTEGER,,,Spouse,,d1Fc181L00a
p29d,11,p029d008,,,INTEGER,,,Biological child,,d1Fc181L00b
p29d,12,p029d009,,,INTEGER,,,Adopted child,,d1Fc181L00c
p29d,13,p029d010,,,INTEGER,,,Stepchild,,d1Fc181L00d
p29d,14,p029d011,,,INTEGER,,,Grandchild,,d1Fc181L00e
p29d,15,p029d012,,,INTEGER,,,Brother or sister,,d1Fc181L00f
p29d,16,p029d013,,,INTEGER,,,Parent,,d1Fc181L00g
p29d,17,p029d014,,,INTEGER,,,Parent-in-law,,d1Fc181L00h
p29d,18,p029d015,,,INTEGER,,,Son-in-law or daughter-in-law,,d1Fc181L00i
p29d,19,p029d016,,,INTEGER,,,Other relatives,,d1Fc181L00j
p29d,20,p029d017,,,INTEGER,,,Nonrelatives,,d1Fc181L00k
p29d,21,p029d018,,,INTEGER,,,In nonfamily households:,,d1Fc181L00l
p29d,22,p029d019,,,INTEGER,,,Male householder:,,d1Fc181L00m
p29d,23,p029d020,,,INTEGER,,,Living alone,,d1Fc181L00n
p29d,24,p029d021,,,INTEGER,,,Not living alone,,d1Fc181L00o
p29d,25,p029d022,,,INTEGER,,,Female householder:,,d1Fc181L00p
p29d,26,p029d023,,,INTEGER,,,Living alone,,d1Fc181L00q
p29d,27,p029d024,,,INTEGER,,,Not living alone,,d1Fc181L00r
p29d,28,p029d025,,,INTEGER,,,Nonrelatives,,d1Fc181L00s
p29d,29,p029d026,,,INTEGER,,,In group quarters:,,d1Fc181L00t
p29d,30,p029d027,,,INTEGER,,,Institutionalized population,,d1Fc181L00u
p29d,31,p029d028,,,INTEGER,,,Noninstitutionalized population,,d1Fc181L00v
,,,,,,,,,,
p29e,1,id,1,,INTEGER64,,6,,,d1Fc181M001
p29e,2,stusab,,,VARCHAR,1,6,,,d1Fc181M002
p29e,3,logrecno,,,INTEGER,1,7,,,d1Fc181M003
p29e,4,p029e001,,,INTEGER,,,Total:,,d1Fc181M004
p29e,5,p029e002,,,INTEGER,,,In households:,,d1Fc181M005
p29e,6,p029e003,,,INTEGER,,,In family households:,,d1Fc181M006
p29e,7,p029e004,,,INTEGER,,,Householder:,,d1Fc181M007
p29e,8,p029e005,,,INTEGER,,,Male,,d1Fc181M008
p29e,9,p029e006,,,INTEGER,,,Female,,d1Fc181M009
p29e,10,p029e007,,,INTEGER,,,Spouse,,d1Fc181M00a
p29e,11,p029e008,,,INTEGER,,,Biological child,,d1Fc181M00b
p29e,12,p029e009,,,INTEGER,,,Adopted child,,d1Fc181M00c
p29e,13,p029e010,,,INTEGER,,,Stepchild,,d1Fc181M00d
p29e,14,p029e011,,,INTEGER,,,Grandchild,,d1Fc181M00e
p29e,15,p029e012,,,INTEGER,,,Brother or sister,,d1Fc181M00f
p29e,16,p029e013,,,INTEGER,,,Parent,,d1Fc181M00g
p29e,17,p029e014,,,INTEGER,,,Parent-in-law,,d1Fc181M00h
p29e,18,p029e015,,,INTEGER,,,Son-in-law or daughter-in-law,,d1Fc181M00i
p29e,19,p029e016,,,INTEGER,,,Other relatives,,d1Fc181M00j
p29e,20,p029e017,,,INTEGER,,,Nonrelatives,,d1Fc181M00k
p29e,21,p029e018,,,INTEGER,,,In nonfamily households:,,d1Fc181M00l
p29e,22,p029e019,,,INTEGER,,,Male householder:,,d1Fc181M00m
p29e,23,p029e020,,,INTEGER,,,Living alone,,d1Fc181M00n
p29e,24,p029e021,,,INTEGER,,,Not living alone,,d1Fc181M00o
p29e,25,p029e022,,,INTEGER,,,Female householder:,,d1Fc181M00p
p29e,26,p029e023,,,INTEGER,,,Living alone,,d1Fc181M00q
p29e,27,p029e024,,,INTEGER,,,Not living alone,,d1Fc181M00r
p29e,28,p029e025,,,INTEGER,,,Nonrelatives,,d1Fc181M00s
p29e,29,p029e026,,,INTEGER,,,In group quarters:,,d1Fc181M00t
p29e,30,p029e027,,,INTEGER,,,Institutionalized population,,d1Fc181M00u
p29e,31,p029e028,,,INTEGER,,,Noninstitutionalized population,,d1Fc181M00v
,,,,,,,,,,
p29f,1,id,1,,INTEGER64,,6,,,d1Fc181N001
p29f,2,stusab,,,VARCHAR,1,6,,,d1Fc181N002
p29f,3,logrecno,,,INTEGER,1,7,,,d1Fc181N003
p29f,4,p029f001,,,INTEGER,,,Total:,,d1Fc181N004
p29f,5,p029f002,,,INTEGER,,,In households:,,d1Fc181N005
p29f,6,p029f003,,,INTEGER,,,In family households:,,d1Fc181N006
p29f,7,p029f004,,,INTEGER,,,Householder:,,d1Fc181N007
p29f,8,p029f005,,,INTEGER,,,Male,,d1Fc181N008
p29f,9,p029f006,,,INTEGER,,,Female,,d1Fc181N009
p29f,10,p029f007,,,INTEGER,,,Spouse,,d1Fc181N00a
p29f,11,p029f008,,,INTEGER,,,Biological child,,d1Fc181N00b
p29f,12,p029f009,,,INTEGER,,,Adopted child,,d1Fc181N00c
p29f,13,p029f010,,,INTEGER,,,Stepchild,,d1Fc181N00d
p29f,14,p029f011,,,INTEGER,,,Grandchild,,d1Fc181N00e
p29f,15,p029f012,,,INTEGER,,,Brother or sister,,d1Fc181N00f
p29f,16,p029f013,,,INTEGER,,,Parent,,d1Fc181N00g
p29f,17,p029f014,,,INTEGER,,,Parent-in-law,,d1Fc181N00h
p29f,18,p029f015,,,INTEGER,,,Son-in-law or daughter-in-law,,d1Fc181N00i
p29f,19,p029f016,,,INTEGER,,,Other relatives,,d1Fc181N00j
p29f,20,p029f017,,,INTEGER,,,Nonrelatives,,d1Fc181N00k
p29f,21,p029f018,,,INTEGER,,,In nonfamily households:,,d1Fc181N00l
p29f,22,p029f019,,,INTEGER,,,Male householder:,,d1Fc181N00m
p29f,23,p029f020,,,INTEGER,,,Living alone,,d1Fc181N00n
p29f,24,p029f021,,,INTEGER,,,Not living alone,,d1Fc181N00o
p29f,25,p029f022,,,INTEGER,,,Female householder:,,d1Fc181N00p
p29f,26,p029f023,,,INTEGER,,,Living alone,,d1Fc181N00q
p29f,27,p029f024,,,INTEGER,,,Not living alone,,d1Fc181N00r
p29f,28,p029f025,,,INTEGER,,,Nonrelatives,,d1Fc181N00s
p29f,29,p029f026,,,INTEGER,,,In group quarters:,,d1Fc181N00t
p29f,30,p029f027,,,INTEGER,,,Institutionalized population,,d1Fc181N00u
p29f,31,p029f028,,,INTEGER,,,Noninstitutionalized population,,d1Fc181N00v
,,,,,,,,,,
p29g,1,id,1,,INTEGER64,,6,,,d1Fc181O001
p29g,2,stusab,,,VARCHAR,1,6,,,d1Fc181O002
p29g,3,logrecno,,,INTEGER,1,7,,,d1Fc181O003
p29g,4,p029g001,,,INTEGER,,,Total:,,d1Fc181O004
p29g,5,p029g002,,,INTEGER,,,In households:,,d1Fc181O005
p29g,6,p029g003,,,INTEGER,,,In family households:,,d1Fc181O006
p29g,7,p029g004,,,INTEGER,,,Householder:,,d1Fc181O007
p29g,8,p029g005,,,INTEGER,,,Male,,d1Fc181O008
p29g,9,p029g006,,,INTEGER,,,Female,,d1Fc181O009
p29g,10,p029g007,,,INTEGER,,,Spouse,,d1Fc181O00a
p29g,11,p029g008,,,INTEGER,,,Biological child,,d1Fc181O00b
p29g,12,p029g009,,,INTEGER,,,Adopted child,,d1Fc181O00c
p29g,13,p029g010,,,INTEGER,,,Stepchild,,d1Fc181O00d
p29g,14,p029g011,,,INTEGER,,,Grandchild,,d1Fc181O00e
p29g,15,p029g012,,,INTEGER,,,Brother or sister,,d1Fc181O00f
p29g,16,p029g013,,,INTEGER,,,Parent,,d1Fc181O00g
p29g,17,p029g014,,,INTEGER,,,Parent-in-law,,d1Fc181O00h
p29g,18,p029g015,,,INTEGER,,,Son-in-law or daughter-in-law,,d1Fc181O00i
p29g,19,p029g016,,,INTEGER,,,Other relatives,,d1Fc181O00j
p29g,20,p029g017,,,INTEGER,,,Nonrelatives,,d1Fc181O00k
p29g,21,p029g018,,,INTEGER,,,In nonfamily households:,,d1Fc181O00l
p29g,22,p029g019,,,INTEGER,,,Male householder:,,d1Fc181O00m
p29g,23,p029g020,,,INTEGER,,,Living alone,,d1Fc181O00n
p29g,24,p029g021,,,INTEGER,,,Not living alone,,d1Fc181O00o
p29g,25,p029g022,,,INTEGER,,,Female householder:,,d1Fc181O00p
p29g,26,p029g023,,,INTEGER,,,Living alone,,d1Fc181O00q
p29g,27,p029g024,,,INTEGER,,,Not living alone,,d1Fc181O00r
p29g,28,p029g025,,,INTEGER,,,Nonrelatives,,d1Fc181O00s
p29g,29,p029g026,,,INTEGER,,,In group quarters:,,d1Fc181O00t
p29g,30,p029g027,,,INTEGER,,,Institutionalized population,,d1Fc181O00u
p29g,31,p029g028,,,INTEGER,,,Noninstitutionalized population,,d1Fc181O00v
,,,,,,,,,,
p29h,1,id,1,,INTEGER64,,6,,,d1Fc181P001
p29h,2,stusab,,,VARCHAR,1,6,,,d1Fc181P002
p29h,3,logrecno,,,INTEGER,1,7,,,d1Fc181P003
p29h,4,p029h001,,,INTEGER,,,Total:,,d1Fc181P004
p29h,5,p029h002,,,INTEGER,,,In households:,,d1Fc181P005
p29h,6,p029h003,,,INTEGER,,,In family households:,,d1Fc181P006
p29h,7,p029h004,,,INTEGER,,,Householder:,,d1Fc181P007
p29h,8,p029h005,,,INTEGER,,,Male,,d1Fc181P008
p29h,9,p029h006,,,INTEGER,,,Female,,d1Fc181P009
p29h,10,p029h007,,,INTEGER,,,Spouse,,d1Fc181P00a
p29h,11,p029h008,,,INTEGER,,,Biological child,,d1Fc181P00b
p29h,12,p029h009,,,INTEGER,,,Adopted child,,d1Fc181P00c
p29h,13,p029h010,,,INTEGER,,,Stepchild,,d1Fc181P00d
p29h,14,p029h011,,,INTEGER,,,Grandchild,,d1Fc181P00e
p29h,15,p029h012,,,INTEGER,,,Brother or sister,,d1Fc181P00f
p29h,16,p029h013,,,INTEGER,,,Parent,,d1Fc181P00g
p29h,17,p029h014,,,INTEGER,,,Parent-in-law,,d1Fc181P00h
p29h,18,p029h015,,,INTEGER,,,Son-in-law or daughter-in-law,,d1Fc181P00i
p29h,19,p029h016,,,INTEGER,,,Other relatives,,d1Fc181P00j
p29h,20,p029h017,,,INTEGER,,,Nonrelatives,,d1Fc181P00k
p29h,21,p029h018,,,INTEGER,,,In nonfamily households:,,d1Fc181P00l
p29h,22,p029h019,,,INTEGER,,,Male householder:,,d1Fc181P00m
p29h,23,p029h020,,,INTEGER,,,Living alone,,d1Fc181P00n
p29h,24,p029h021,,,INTEGER,,,Not living alone,,d1Fc181P00o
p29h,25,p029h022,,,INTEGER,,,Female householder:,,d1Fc181P00p
p29h,26,p029h023,,,INTEGER,,,Living alone,,d1Fc181P00q
p29h,27,p029h024,,,INTEGER,,,Not living alone,,d1Fc181P00r
p29h,28,p029h025,,,INTEGER,,,Nonrelatives,,d1Fc181P00s
p29h,29,p029h026,,,INTEGER,,,In group quarters:,,d1Fc181P00t
p29h,30,p029h027,,,INTEGER,,,Institutionalized population,,d1Fc181P00u
p29h,31,p029h028,,,INTEGER,,,Noninstitutionalized population,,d1Fc181P00v
,,,,,,,,,,
p29i,1,id,1,,INTEGER64,,6,,,d1Fc181Q001
p29i,2,stusab,,,VARCHAR,1,6,,,d1Fc181Q002
p29i,3,logrecno,,,INTEGER,1,7,,,d1Fc181Q003
p29i,4,p029i001,,,INTEGER,,,Total:,,d1Fc181Q004
p29i,5,p029i002,,,INTEGER,,,In households:,,d1Fc181Q005
p29i,6,p029i003,,,INTEGER,,,In family households:,,d1Fc181Q006
p29i,7,p029i004,,,INTEGER,,,Householder:,,d1Fc181Q007
p29i,8,p029i005,,,INTEGER,,,Male,,d1Fc181Q008
p29i,9,p029i006,,,INTEGER,,,Female,,d1Fc181Q009
p29i,10,p029i007,,,INTEGER,,,Spouse,,d1Fc181Q00a
p29i,11,p029i008,,,INTEGER,,,Biological child,,d1Fc181Q00b
p29i,12,p029i009,,,INTEGER,,,Adopted child,,d1Fc181Q00c
p29i,13,p029i010,,,INTEGER,,,Stepchild,,d1Fc181Q00d
p29i,14,p029i011,,,INTEGER,,,Grandchild,,d1Fc181Q00e
p29i,15,p029i012,,,INTEGER,,,Brother or sister,,d1Fc181Q00f
p29i,16,p029i013,,,INTEGER,,,Parent,,d1Fc181Q00g
p29i,17,p029i014,,,INTEGER,,,Parent-in-law,,d1Fc181Q00h
p29i,18,p029i015,,,INTEGER,,,Son-in-law or daughter-in-law,,d1Fc181Q00i
p29i,19,p029i016,,,INTEGER,,,Other relatives,,d1Fc181Q00j
p29i,20,p029i017,,,INTEGER,,,Nonrelatives,,d1Fc181Q00k
p29i,21,p029i018,,,INTEGER,,,In nonfamily households:,,d1Fc181Q00l
p29i,22,p029i019,,,INTEGER,,,Male householder:,,d1Fc181Q00m
p29i,23,p029i020,,,INTEGER,,,Living alone,,d1Fc181Q00n
p29i,24,p029i021,,,INTEGER,,,Not living alone,,d1Fc181Q00o
p29i,25,p029i022,,,INTEGER,,,Female householder:,,d1Fc181Q00p
p29i,26,p029i023,,,INTEGER,,,Living alone,,d1Fc181Q00q
p29i,27,p029i024,,,INTEGER,,,Not living alone,,d1Fc181Q00r
p29i,28,p029i025,,,INTEGER,,,Nonrelatives,,d1Fc181Q00s
p29i,29,p029i026,,,INTEGER,,,In group quarters:,,d1Fc181Q00t
