table,seq,column,is_pk,is_fk,type,ui1,size,description,id
p9,44,p0090042,,,INTEGER,,,Black or African American; Asian; Native Hawaiian and Other Pacific Islander,d4d0RJ1P00I
p9,45,p0090043,,,INTEGER,,,Black or African American; Asian; Some Other Race,d4d0RJ1P00J
p9,46,p0090044,,,INTEGER,,,Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1P00K
p9,47,p0090045,,,INTEGER,,,American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,d4d0RJ1P00L
p9,48,p0090046,,,INTEGER,,,American Indian and Alaska Native; Asian; Some Other Race,d4d0RJ1P00M
p9,49,p0090047,,,INTEGER,,,American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1P00N
p9,50,p0090048,,,INTEGER,,,Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1P00O
p9,51,p0090049,,,INTEGER,,,Population of four races:,d4d0RJ1P00P
p9,52,p0090050,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Asian,d4d0RJ1P00Q
p9,53,p0090051,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander,d4d0RJ1P00R
p9,54,p0090052,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Some Other Race,d4d0RJ1P00S
p9,55,p0090053,,,INTEGER,,,White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander,d4d0RJ1P00T
p9,56,p0090054,,,INTEGER,,,White; Black or African American; Asian; Some Other Race,d4d0RJ1P00U
p9,57,p0090055,,,INTEGER,,,White; Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1P00V
p9,58,p0090056,,,INTEGER,,,White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,d4d0RJ1P00W
p9,59,p0090057,,,INTEGER,,,White; American Indian and Alaska Native; Asian; Some Other Race,d4d0RJ1P00X
p9,60,p0090058,,,INTEGER,,,White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1P00Y
p9,61,p0090059,,,INTEGER,,,White; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1P00Z
p9,62,p0090060,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,d4d0RJ1P010
p9,63,p0090061,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Asian; Some Other Race,d4d0RJ1P011
p9,64,p0090062,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1P012
p9,65,p0090063,,,INTEGER,,,Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1P013
p9,66,p0090064,,,INTEGER,,,American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1P014
p9,67,p0090065,,,INTEGER,,,Population of five races:,d4d0RJ1P015
p9,68,p0090066,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander,d4d0RJ1P016
p9,69,p0090067,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Asian; Some Other Race,d4d0RJ1P017
p9,70,p0090068,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1P018
p9,71,p0090069,,,INTEGER,,,White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1P019
p9,72,p0090070,,,INTEGER,,,White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1P01a
p9,73,p0090071,,,INTEGER,,,Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1P01b
p9,74,p0090072,,,INTEGER,,,Population of six races:,d4d0RJ1P01c
p9,75,p0090073,,,INTEGER,,,White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race,d4d0RJ1P01d
,,,,,,,,,
pct12,1,id,1,,INTEGER64,,6,,d4d0RJ1Q001
pct12,2,geoid,,,VARCHAR,1,,,d4d0RJ1Q002
pct12,3,pct0120001,,,INTEGER,,,Total:,d4d0RJ1Q003
pct12,4,pct0120002,,,INTEGER,,,Male:,d4d0RJ1Q004
pct12,5,pct0120003,,,INTEGER,,,Under 1 year,d4d0RJ1Q005
pct12,6,pct0120004,,,INTEGER,,,1 year,d4d0RJ1Q006
pct12,7,pct0120005,,,INTEGER,,,2 years,d4d0RJ1Q007
pct12,8,pct0120006,,,INTEGER,,,3 years,d4d0RJ1Q008
pct12,9,pct0120007,,,INTEGER,,,4 years,d4d0RJ1Q009
pct12,10,pct0120008,,,INTEGER,,,5 years,d4d0RJ1Q00a
pct12,11,pct0120009,,,INTEGER,,,6 years,d4d0RJ1Q00b
pct12,12,pct0120010,,,INTEGER,,,7 years,d4d0RJ1Q00c
pct12,13,pct0120011,,,INTEGER,,,8 years,d4d0RJ1Q00d
pct12,14,pct0120012,,,INTEGER,,,9 years,d4d0RJ1Q00e
pct12,15,pct0120013,,,INTEGER,,,10 years,d4d0RJ1Q00f
pct12,16,pct0120014,,,INTEGER,,,11 years,d4d0RJ1Q00g
pct12,17,pct0120015,,,INTEGER,,,12 years,d4d0RJ1Q00h
pct12,18,pct0120016,,,INTEGER,,,13 years,d4d0RJ1Q00i
pct12,19,pct0120017,,,INTEGER,,,14 years,d4d0RJ1Q00j
pct12,20,pct0120018,,,INTEGER,,,15 years,d4d0RJ1Q00k
pct12,21,pct0120019,,,INTEGER,,,16 years,d4d0RJ1Q00l
pct12,22,pct0120020,,,INTEGER,,,17 years,d4d0RJ1Q00m
pct12,23,pct0120021,,,INTEGER,,,18 years,d4d0RJ1Q00n
pct12,24,pct0120022,,,INTEGER,,,19 years,d4d0RJ1Q00o
pct12,25,pct0120023,,,INTEGER,,,20 years,d4d0RJ1Q00p
pct12,26,pct0120024,,,INTEGER,,,21 years,d4d0RJ1Q00q
pct12,27,pct0120025,,,INTEGER,,,22 years,d4d0RJ1Q00r
pct12,28,pct0120026,,,INTEGER,,,23 years,d4d0RJ1Q00s
pct12,29,pct0120027,,,INTEGER,,,24 years,d4d0RJ1Q00t
pct12,30,pct0120028,,,INTEGER,,,25 years,d4d0RJ1Q00u
pct12,31,pct0120029,,,INTEGER,,,26 years,d4d0RJ1Q00v
pct12,32,pct0120030,,,INTEGER,,,27 years,d4d0RJ1Q00w
pct12,33,pct0120031,,,INTEGER,,,28 years,d4d0RJ1Q00x
pct12,34,pct0120032,,,INTEGER,,,29 years,d4d0RJ1Q00y
pct12,35,pct0120033,,,INTEGER,,,30 years,d4d0RJ1Q00z
pct12,36,pct0120034,,,INTEGER,,,31 years,d4d0RJ1Q00A
pct12,37,pct0120035,,,INTEGER,,,32 years,d4d0RJ1Q00B
pct12,38,pct0120036,,,INTEGER,,,33 years,d4d0RJ1Q00C
pct12,39,pct0120037,,,INTEGER,,,34 years,d4d0RJ1Q00D
pct12,40,pct0120038,,,INTEGER,,,35 years,d4d0RJ1Q00E
pct12,41,pct0120039,,,INTEGER,,,36 years,d4d0RJ1Q00F
pct12,42,pct0120040,,,INTEGER,,,37 years,d4d0RJ1Q00G
pct12,43,pct0120041,,,INTEGER,,,38 years,d4d0RJ1Q00H
pct12,44,pct0120042,,,INTEGER,,,39 years,d4d0RJ1Q00I
pct12,45,pct0120043,,,INTEGER,,,40 years,d4d0RJ1Q00J
pct12,46,pct0120044,,,INTEGER,,,41 years,d4d0RJ1Q00K
pct12,47,pct0120045,,,INTEGER,,,42 years,d4d0RJ1Q00L
pct12,48,pct0120046,,,INTEGER,,,43 years,d4d0RJ1Q00M
pct12,49,pct0120047,,,INTEGER,,,44 years,d4d0RJ1Q00N
pct12,50,pct0120048,,,INTEGER,,,45 years,d4d0RJ1Q00O
pct12,51,pct0120049,,,INTEGER,,,46 years,d4d0RJ1Q00P
pct12,52,pct0120050,,,INTEGER,,,47 years,d4d0RJ1Q00Q
pct12,53,pct0120051,,,INTEGER,,,48 years,d4d0RJ1Q00R
pct12,54,pct0120052,,,INTEGER,,,49 years,d4d0RJ1Q00S
pct12,55,pct0120053,,,INTEGER,,,50 years,d4d0RJ1Q00T
pct12,56,pct0120054,,,INTEGER,,,51 years,d4d0RJ1Q00U
pct12,57,pct0120055,,,INTEGER,,,52 years,d4d0RJ1Q00V
pct12,58,pct0120056,,,INTEGER,,,53 years,d4d0RJ1Q00W
pct12,59,pct0120057,,,INTEGER,,,54 years,d4d0RJ1Q00X
pct12,60,pct0120058,,,INTEGER,,,55 years,d4d0RJ1Q00Y
pct12,61,pct0120059,,,INTEGER,,,56 years,d4d0RJ1Q00Z
pct12,62,pct0120060,,,INTEGER,,,57 years,d4d0RJ1Q010
pct12,63,pct0120061,,,INTEGER,,,58 years,d4d0RJ1Q011
pct12,64,pct0120062,,,INTEGER,,,59 years,d4d0RJ1Q012
pct12,65,pct0120063,,,INTEGER,,,60 years,d4d0RJ1Q013
pct12,66,pct0120064,,,INTEGER,,,61 years,d4d0RJ1Q014
pct12,67,pct0120065,,,INTEGER,,,62 years,d4d0RJ1Q015
pct12,68,pct0120066,,,INTEGER,,,63 years,d4d0RJ1Q016
pct12,69,pct0120067,,,INTEGER,,,64 years,d4d0RJ1Q017
pct12,70,pct0120068,,,INTEGER,,,65 years,d4d0RJ1Q018
pct12,71,pct0120069,,,INTEGER,,,66 years,d4d0RJ1Q019
pct12,72,pct0120070,,,INTEGER,,,67 years,d4d0RJ1Q01a
pct12,73,pct0120071,,,INTEGER,,,68 years,d4d0RJ1Q01b
pct12,74,pct0120072,,,INTEGER,,,69 years,d4d0RJ1Q01c
pct12,75,pct0120073,,,INTEGER,,,70 years,d4d0RJ1Q01d
pct12,76,pct0120074,,,INTEGER,,,71 years,d4d0RJ1Q01e
pct12,77,pct0120075,,,INTEGER,,,72 years,d4d0RJ1Q01f
pct12,78,pct0120076,,,INTEGER,,,73 years,d4d0RJ1Q01g
pct12,79,pct0120077,,,INTEGER,,,74 years,d4d0RJ1Q01h
pct12,80,pct0120078,,,INTEGER,,,75 years,d4d0RJ1Q01i
pct12,81,pct0120079,,,INTEGER,,,76 years,d4d0RJ1Q01j
pct12,82,pct0120080,,,INTEGER,,,77 years,d4d0RJ1Q01k
pct12,83,pct0120081,,,INTEGER,,,78 years,d4d0RJ1Q01l
pct12,84,pct0120082,,,INTEGER,,,79 years,d4d0RJ1Q01m
pct12,85,pct0120083,,,INTEGER,,,80 years,d4d0RJ1Q01n
pct12,86,pct0120084,,,INTEGER,,,81 years,d4d0RJ1Q01o
pct12,87,pct0120085,,,INTEGER,,,82 years,d4d0RJ1Q01p
pct12,88,pct0120086,,,INTEGER,,,83 years,d4d0RJ1Q01q
pct12,89,pct0120087,,,INTEGER,,,84 years,d4d0RJ1Q01r
pct12,90,pct0120088,,,INTEGER,,,85 years,d4d0RJ1Q01s
pct12,91,pct0120089,,,INTEGER,,,86 years,d4d0RJ1Q01t
pct12,92,pct0120090,,,INTEGER,,,87 years,d4d0RJ1Q01u
pct12,93,pct0120091,,,INTEGER,,,88 years,d4d0RJ1Q01v
pct12,94,pct0120092,,,INTEGER,,,89 years,d4d0RJ1Q01w
pct12,95,pct0120093,,,INTEGER,,,90 years,d4d0RJ1Q01x
pct12,96,pct0120094,,,INTEGER,,,91 years,d4d0RJ1Q01y
pct12,97,pct0120095,,,INTEGER,,,92 years,d4d0RJ1Q01z
pct12,98,pct0120096,,,INTEGER,,,93 years,d4d0RJ1Q01A
pct12,99,pct0120097,,,INTEGER,,,94 years,d4d0RJ1Q01B
pct12,100,pct0120098,,,INTEGER,,,95 years,d4d0RJ1Q01C
pct12,101,pct0120099,,,INTEGER,,,96 years,d4d0RJ1Q01D
pct12,102,pct0120100,,,INTEGER,,,97 years,d4d0RJ1Q01E
pct12,103,pct0120101,,,INTEGER,,,98 years,d4d0RJ1Q01F
pct12,104,pct0120102,,,INTEGER,,,99 years,d4d0RJ1Q01G
pct12,105,pct0120103,,,INTEGER,,,100 to 104 years,d4d0RJ1Q01H
pct12,106,pct0120104,,,INTEGER,,,105 to 109 years,d4d0RJ1Q01I
pct12,107,pct0120105,,,INTEGER,,,110 years and over,d4d0RJ1Q01J
pct12,108,pct0120106,,,INTEGER,,,Female:,d4d0RJ1Q01K
pct12,109,pct0120107,,,INTEGER,,,Under 1 year,d4d0RJ1Q01L
pct12,110,pct0120108,,,INTEGER,,,1 year,d4d0RJ1Q01M
pct12,111,pct0120109,,,INTEGER,,,2 years,d4d0RJ1Q01N
pct12,112,pct0120110,,,INTEGER,,,3 years,d4d0RJ1Q01O
pct12,113,pct0120111,,,INTEGER,,,4 years,d4d0RJ1Q01P
pct12,114,pct0120112,,,INTEGER,,,5 years,d4d0RJ1Q01Q
pct12,115,pct0120113,,,INTEGER,,,6 years,d4d0RJ1Q01R
pct12,116,pct0120114,,,INTEGER,,,7 years,d4d0RJ1Q01S
pct12,117,pct0120115,,,INTEGER,,,8 years,d4d0RJ1Q01T
pct12,118,pct0120116,,,INTEGER,,,9 years,d4d0RJ1Q01U
pct12,119,pct0120117,,,INTEGER,,,10 years,d4d0RJ1Q01V
pct12,120,pct0120118,,,INTEGER,,,11 years,d4d0RJ1Q01W
pct12,121,pct0120119,,,INTEGER,,,12 years,d4d0RJ1Q01X
pct12,122,pct0120120,,,INTEGER,,,13 years,d4d0RJ1Q01Y
pct12,123,pct0120121,,,INTEGER,,,14 years,d4d0RJ1Q01Z
pct12,124,pct0120122,,,INTEGER,,,15 years,d4d0RJ1Q020
pct12,125,pct0120123,,,INTEGER,,,16 years,d4d0RJ1Q021
pct12,126,pct0120124,,,INTEGER,,,17 years,d4d0RJ1Q022
pct12,127,pct0120125,,,INTEGER,,,18 years,d4d0RJ1Q023
pct12,128,pct0120126,,,INTEGER,,,19 years,d4d0RJ1Q024
pct12,129,pct0120127,,,INTEGER,,,20 years,d4d0RJ1Q025
pct12,130,pct0120128,,,INTEGER,,,21 years,d4d0RJ1Q026
pct12,131,pct0120129,,,INTEGER,,,22 years,d4d0RJ1Q027
pct12,132,pct0120130,,,INTEGER,,,23 years,d4d0RJ1Q028
pct12,133,pct0120131,,,INTEGER,,,24 years,d4d0RJ1Q029
pct12,134,pct0120132,,,INTEGER,,,25 years,d4d0RJ1Q02a
pct12,135,pct0120133,,,INTEGER,,,26 years,d4d0RJ1Q02b
pct12,136,pct0120134,,,INTEGER,,,27 years,d4d0RJ1Q02c
pct12,137,pct0120135,,,INTEGER,,,28 years,d4d0RJ1Q02d
pct12,138,pct0120136,,,INTEGER,,,29 years,d4d0RJ1Q02e
pct12,139,pct0120137,,,INTEGER,,,30 years,d4d0RJ1Q02f
pct12,140,pct0120138,,,INTEGER,,,31 years,d4d0RJ1Q02g
pct12,141,pct0120139,,,INTEGER,,,32 years,d4d0RJ1Q02h
pct12,142,pct0120140,,,INTEGER,,,33 years,d4d0RJ1Q02i
pct12,143,pct0120141,,,INTEGER,,,34 years,d4d0RJ1Q02j
pct12,144,pct0120142,,,INTEGER,,,35 years,d4d0RJ1Q02k
pct12,145,pct0120143,,,INTEGER,,,36 years,d4d0RJ1Q02l
pct12,146,pct0120144,,,INTEGER,,,37 years,d4d0RJ1Q02m
pct12,147,pct0120145,,,INTEGER,,,38 years,d4d0RJ1Q02n
pct12,148,pct0120146,,,INTEGER,,,39 years,d4d0RJ1Q02o
pct12,149,pct0120147,,,INTEGER,,,40 years,d4d0RJ1Q02p
pct12,150,pct0120148,,,INTEGER,,,41 years,d4d0RJ1Q02q
pct12,151,pct0120149,,,INTEGER,,,42 years,d4d0RJ1Q02r
pct12,152,pct0120150,,,INTEGER,,,43 years,d4d0RJ1Q02s
pct12,153,pct0120151,,,INTEGER,,,44 years,d4d0RJ1Q02t
pct12,154,pct0120152,,,INTEGER,,,45 years,d4d0RJ1Q02u
pct12,155,pct0120153,,,INTEGER,,,46 years,d4d0RJ1Q02v
pct12,156,pct0120154,,,INTEGER,,,47 years,d4d0RJ1Q02w
pct12,157,pct0120155,,,INTEGER,,,48 years,d4d0RJ1Q02x
pct12,158,pct0120156,,,INTEGER,,,49 years,d4d0RJ1Q02y
pct12,159,pct0120157,,,INTEGER,,,50 years,d4d0RJ1Q02z
pct12,160,pct0120158,,,INTEGER,,,51 years,d4d0RJ1Q02A
pct12,161,pct0120159,,,INTEGER,,,52 years,d4d0RJ1Q02B
pct12,162,pct0120160,,,INTEGER,,,53 years,d4d0RJ1Q02C
pct12,163,pct0120161,,,INTEGER,,,54 years,d4d0RJ1Q02D
pct12,164,pct0120162,,,INTEGER,,,55 years,d4d0RJ1Q02E
pct12,165,pct0120163,,,INTEGER,,,56 years,d4d0RJ1Q02F
pct12,166,pct0120164,,,INTEGER,,,57 years,d4d0RJ1Q02G
pct12,167,pct0120165,,,INTEGER,,,58 years,d4d0RJ1Q02H
pct12,168,pct0120166,,,INTEGER,,,59 years,d4d0RJ1Q02I
pct12,169,pct0120167,,,INTEGER,,,60 years,d4d0RJ1Q02J
pct12,170,pct0120168,,,INTEGER,,,61 years,d4d0RJ1Q02K
pct12,171,pct0120169,,,INTEGER,,,62 years,d4d0RJ1Q02L
pct12,172,pct0120170,,,INTEGER,,,63 years,d4d0RJ1Q02M
pct12,173,pct0120171,,,INTEGER,,,64 years,d4d0RJ1Q02N
pct12,174,pct0120172,,,INTEGER,,,65 years,d4d0RJ1Q02O
pct12,175,pct0120173,,,INTEGER,,,66 years,d4d0RJ1Q02P
pct12,176,pct0120174,,,INTEGER,,,67 years,d4d0RJ1Q02Q
pct12,177,pct0120175,,,INTEGER,,,68 years,d4d0RJ1Q02R
pct12,178,pct0120176,,,INTEGER,,,69 years,d4d0RJ1Q02S
pct12,179,pct0120177,,,INTEGER,,,70 years,d4d0RJ1Q02T
pct12,180,pct0120178,,,INTEGER,,,71 years,d4d0RJ1Q02U
pct12,181,pct0120179,,,INTEGER,,,72 years,d4d0RJ1Q02V
pct12,182,pct0120180,,,INTEGER,,,73 years,d4d0RJ1Q02W
pct12,183,pct0120181,,,INTEGER,,,74 years,d4d0RJ1Q02X
pct12,184,pct0120182,,,INTEGER,,,75 years,d4d0RJ1Q02Y
pct12,185,pct0120183,,,INTEGER,,,76 years,d4d0RJ1Q02Z
pct12,186,pct0120184,,,INTEGER,,,77 years,d4d0RJ1Q030
pct12,187,pct0120185,,,INTEGER,,,78 years,d4d0RJ1Q031
pct12,188,pct0120186,,,INTEGER,,,79 years,d4d0RJ1Q032
pct12,189,pct0120187,,,INTEGER,,,80 years,d4d0RJ1Q033
pct12,190,pct0120188,,,INTEGER,,,81 years,d4d0RJ1Q034
pct12,191,pct0120189,,,INTEGER,,,82 years,d4d0RJ1Q035
pct12,192,pct0120190,,,INTEGER,,,83 years,d4d0RJ1Q036
pct12,193,pct0120191,,,INTEGER,,,84 years,d4d0RJ1Q037
pct12,194,pct0120192,,,INTEGER,,,85 years,d4d0RJ1Q038
pct12,195,pct0120193,,,INTEGER,,,86 years,d4d0RJ1Q039
pct12,196,pct0120194,,,INTEGER,,,87 years,d4d0RJ1Q03a
pct12,197,pct0120195,,,INTEGER,,,88 years,d4d0RJ1Q03b
pct12,198,pct0120196,,,INTEGER,,,89 years,d4d0RJ1Q03c
pct12,199,pct0120197,,,INTEGER,,,90 years,d4d0RJ1Q03d
pct12,200,pct0120198,,,INTEGER,,,91 years,d4d0RJ1Q03e
pct12,201,pct0120199,,,INTEGER,,,92 years,d4d0RJ1Q03f
pct12,202,pct0120200,,,INTEGER,,,93 years,d4d0RJ1Q03g
pct12,203,pct0120201,,,INTEGER,,,94 years,d4d0RJ1Q03h
pct12,204,pct0120202,,,INTEGER,,,95 years,d4d0RJ1Q03i
pct12,205,pct0120203,,,INTEGER,,,96 years,d4d0RJ1Q03j
pct12,206,pct0120204,,,INTEGER,,,97 years,d4d0RJ1Q03k
pct12,207,pct0120205,,,INTEGER,,,98 years,d4d0RJ1Q03l
pct12,208,pct0120206,,,INTEGER,,,99 years,d4d0RJ1Q03m
pct12,209,pct0120207,,,INTEGER,,,100 to 104 years,d4d0RJ1Q03n
pct12,210,pct0120208,,,INTEGER,,,105 to 109 years,d4d0RJ1Q03o
pct12,211,pct0120209,,,INTEGER,,,110 years and over,d4d0RJ1Q03p
